facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Maina Soko Hospital,3915,3rd Level Hospital,ZDF,NA,NA,Lusaka,Functional
Kimikanga Rural Health Center,3962,Health Centre,MOH,-12.690429,26.039575,North-Western,Functional
Chawama Health Post,2273,Health Post,MOH,-13.048616,28.415878,Copperbelt,Functional
Mwanawina Rural Health Centre,1737,Health Centre,MOH,-14.863283,23.176759,Western,Functional
Nyambi 2 Rural Health Centre,4065,Health Centre,MOH,-15.54,24.7282,Western,Functional
Luoke West Rural Health Centre,1752,Health Centre,MOH,-14.800023,22.453162,Western,Functional
Nyaala Health Post,1810,Health Post,MOH,-14.526549,23.085825,Western,Functional
Kamwanya Health Post,3389,Health Post,MOH,-11.822758,31.466343,Muchinga,Functional
Kabeleka Health Post,1616,Health Post,MOH,-15.2329,28.3318,Lusaka,Functional
Kasomalwela Rural Health Centre,3604,Health Centre,MOH,-11.933406361839,28.917021281242,Luapula,Functional
Chinambi Rural Health Centre,1823,Health Centre,MOH,-14.4688603,30.6703981,Eastern,Functional
Sitoti Rural Health Centre,1277,Health Centre,MOH,-16.315384,23.269387,Western,Functional
Mnoro Rural Health Centre,2103,Health Centre,MOH,-13.52566768,32.64685486,Eastern,Functional
Movu Health Post,3929,Health Post,MOH,-9.28448,32.55526,Muchinga,Functional
Chilwa Health Post,4188,Health Post,MOH,-13.292242,27.793354,Copperbelt,Functional
KCM Nkana Clinic,3099,Health Centre,Private,-12.830468,28.210147,Copperbelt,Functional
Sichilima Health Post,3614,Health Post,MOH,-14.075221,31.431835,Eastern,Functional
Human Service Trust Hospice,1596,Health Post,Faith Based,-15.271542,28.111248,Lusaka,Functional
Mabua Health Post,1515,Health Post,MOH,-15.424428,22.319421,Western,Functional
Ipafu Rural Health Centre,2551,Health Centre,Faith Based,-12.310501,27.410431,Copperbelt,Functional
Kalasakando Health Post,3598,Health Post,MOH,-11.81806,29.594564,Luapula,Functional
Siawaza Health Post,1032,Health Post,MOH,-17.724263,26.939946,Southern,Functional
Mumbezhi Zambia National Service Rural Health Centre,3968,Health Centre,MOH,-13.96572,23.705749,North-Western,Functional
Marie Stopes Family Health Centre,4281,General clinic,Private,-15.412045,28.352424,Lusaka,Functional
Lumwana East Rural Health Centre,2543,Health Centre,MOH,-12.322024,25.656354,North-Western,Functional
Section 23 Urban Health Centre,2249,Health Centre,Private,-13.104369,28.325151,Copperbelt,Functional
Mainza Health Post,1365,Health Post,MOH,-16.002554,27.607172,Southern,Functional
Katunda Rural Health Centre,4053,Health Centre,MOH,-14.8326,24.1803,Western,Functional
Simaa Health Post,1741,Health Post,MOH,-14.853566,23.621625,Western,Functional
Ndola Girls Health Post,2308,Health Post,MOH,-12.973875,28.517707,Copperbelt,Functional
Kapata Rural Health Center,2662,Health Centre,MOH,-11.6757,29.7068,Luapula,Functional
Nakonde Hospital Affiliated Health Center,3425,Health Centre,MOH,-9.35125,32.704282,Muchinga,Functional
Kalela health post,3464,Health Post,MOH,-9.905446,32.261227,Muchinga,Functional
Andeson Clinic,3905,General clinic,Private,NA,NA,Lusaka,Functional
Sampa Health Post,2925,Health Post,MOH,-9.797837,31.726568,Northern,Functional
Chinan Urban Health Centre,3100,Health Centre,Private,-12.968815,28.64669,Copperbelt,Functional
Mbenjele Health Post,2145,Health Post,MOH,-13.36671009,32.48235969,Eastern,Functional
N'uma Health Post,1719,Health Post,MOH,-14.95324712,22.81407513,Western,Functional
Ndakala Health Post,3596,Health Post,MOH,-9.674444,31.875321,Northern,Functional
Kalabo District Hospital,1704,1st Level Hospital,MOH,-14.99331544,22.68077004,Western,Functional
Masala Main Urban Health Centre,2302,Health Centre,MOH,-12.990383,28.639,Copperbelt,Functional
Lyabangu Health Post,1194,Health Post,MOH,-16.639403,23.247001,Western,Functional
Wellspring Specialty Clinic,4356,General clinic,Private,-15.388164,28.318405,Lusaka,Permanent closure
Tuyu Rural Health Center,3574,Health Centre,MOH,-14.329855,29.228526,Central,Functional
Kamirenda Urban Health Centre,2241,Health Centre,MOH,-13.12319,28.430482,Copperbelt,Functional
Clear Vision Clinic,4227,General clinic,Private,-15.4393,28.36059,Lusaka,Functional
Makeni Villa Health Post,3895,Health Post,MOH,-15.4441389,28.2267026,Lusaka,Functional
Shimabila Rural Health Centre,4699,Health Centre,MOH,NA,NA,North-Western,Functional
Nyengo Rural Health Centre,1735,Health Centre,MOH,-14.873811,22.193084,Western,Functional
Maveve Health Post,3559,Health Post,MOH,-13.989471,23.617306,North-Western,Functional
Samfya District Hospital,2696,1st Level Hospital,MOH,-11.3688,29.5537,Luapula,Functional
Salamo Heath Post,3359,Health Post,MOH,-11.59557,30.223647,Muchinga,Functional
Chaisa Urban Health Centre,2237,Health Centre,MOH,-13.127906,28.363955,Copperbelt,Functional
Mphuka Rural Health Centre,1601,Health Centre,MOH,-15.264482,30.215528,Lusaka,Functional
Mwika Rural Health Centre,3394,Health Centre,MOH,-10.524981,31.719197,Muchinga,Functional
Rural Resettlement Health Post,1136,Health Post,MOH,-16.99009971,26.27798385,Southern,Functional
Nansenga Health Centre,3581,Health Centre,MOH,-15.10242757581,27.13793625,Southern,Functional
Mtizwa Rural Health Post,4373,Health Post,MOH,-13.770822,32.505402,Eastern,Functional
Chimoto Health Post,4185,Health Post,MOH,-12.915085,27.934615,Copperbelt,Functional
Mpelembe Secondary School Health post,2385,Health Post,Private,-12.8198,28.25225,Copperbelt,Functional
Namundale Health Post,1627,Health Post,MOH,-15.21169303,22.75079838,Western,Functional
Kalulushi General Hospital,2377,2nd Level Hospital,MOH,-12.833538,28.100348,Copperbelt,Functional
Katoya Health Post,1784,Health Post,MOH,-14.639665,25.018912,Western,Functional
Lunyati Rural Health Centre,1903,Health Centre,MOH,-14.246854,24.903537,Western,Functional
Kanyelele Rural Health Centre,2818,Health Centre,MOH,-10.7675,33.4677,Eastern,Functional
Mukukutu Health Post,1491,Health Post,MOH,-15.5004,23.21983,Western,Functional
Chipete Rural Health Centre,3602,Health Centre,MOH,-11.84541,28.5007,Luapula,Functional
Natuseko Urban Health Centre,1856,Health Centre,MOH,-14.4049,28.4602,Central,Functional
Zatulate Health Centre,4318,Health Centre,Private,-15.3896056,28.334156,Lusaka,Functional
Mipulya Health Post,3928,Health Post,MOH,-9.185051,32.413733,Muchinga,Functional
Zhanga Ying Surgery,4319,General clinic,Private,NA,NA,Lusaka,Functional
Chilenga Health Post,1941,Health Post,MOH,-14.117011,32.368438,Eastern,Functional
Masala New Urban Health Centre,2290,Health Centre,MOH,-13.002217,28.6377,Copperbelt,Functional
Mukwikile Health Post,3398,Health Post,MOH,-11.348453,31.772355,Muchinga,Functional
Nangweshi Rural Health Centre,4078,Health Centre,MOH,-16.3841,23.3173,Western,Functional
Makasa Rural Health Centre,2944,Health Centre,MOH,-9.674432,31.875198,Northern,Functional
Mukobeko Township Urban Health Centre,1850,Health Centre,MOH,-14.4212,28.4095,Central,Functional
Mibenge Rural Health Center,2712,Health Centre,MOH,-11.3015,29.4032,Luapula,Functional
Chisanina Health Post,4184,Health Post,MOH,-13.073116,27.755142,Copperbelt,Functional
Chilombwa Health Post,3593,Health Post,MOH,-10.447249,31.526644,Northern,Functional
Lubwe Hospital Affiliated Health Centre,2774,Health Centre,MOH,-11.118781,29.646143,Luapula,Functional
Kaloko Urban Health Centre,2278,Health Centre,MOH,-13.036583,28.634983,Copperbelt,Functional
Kalembwe Rural Health Centre,3051,Health Centre,MOH,-8.78253,29.11778,Luapula,Functional
Lulan'unyi Health Post,1657,Health Post,MOH,-15.152138,22.302706,Western,Functional
Katonte Health Post,3149,Health Post,MOH,-13.473684,28.979948,Copperbelt,Functional
Chinsali District Hospital,2840,1st Level Hospital,MOH,-10.560953,32.071436,Muchinga,Functional
Mimpongo Health Post,1768,Health Post,MOH,-14.714879,25.102358,Western,Functional
Thomson District Hospital,2226,1st Level Hospital,MOH,-13.139583,28.430339,Copperbelt,Functional
Lombe Lombe Health Post,1793,Health Post,MOH,-14.59685,25.416719,Western,Functional
Konkola Rural Health Centre,1278,Health Centre,MOH,-16.308933,28.020512,Southern,Functional
Kafinda Health Post,3122,Health Post,MOH,-12.60823,30.392827,Central,Functional
Prime Dental and Aesthetics Clinic,4359,General clinic,Private,-15.5156339,28.2704524,Lusaka,Functional
Mum's Care Hospital - Woodlands,4425,1st Level Hospital,Private,-15.443912,28.3455577,Lusaka,Functional
Milulu Health Post,4163,Health Post,MOH,-12.15,29.4486,Luapula,Functional
Mandombe Rural Health Centre,1560,Health Centre,MOH,-15.345801,30.222895,Lusaka,Functional
Chikuni Mission Hospital,1242,1st Level Hospital,Faith Based,-16.42944092,27.54549047,Southern,Functional
Diambombola Rural Health Centre,2260,Health Centre,MOH,-13.07722,24.09764,North-Western,Functional
Chingoyo Health Post,3933,Health Post,MOH,-8.496858,30.030606,Northern,Functional
Chavuma Urban Health Centre,2348,Health Centre,Police Service,-12.883983,28.316967000000002,Copperbelt,Functional
Lambwe Chikwama Health Post,3070,Health Post,MOH,-8.428,29.37938,Luapula,Functional
Kapirimphika Health Post,1893,Health Post,MOH,-14.276922,32.415922,Eastern,Functional
Mwase Lundazi   Rural Health Centre,2505,Health Centre,MOH,-12.41912,33.21541,Eastern,Functional
Mbale Health Post,4057,Health Post,MOH,-14.7202,24.3604,Western,Functional
Lutembwe Health Post,4070,Health Post,MOH,-13.976463,22.631351,Western,Functional
Chozi Rural Health Centre,3411,Health Centre,MOH,-9.328949,32.315999,Muchinga,Functional
Namando Health Post,4062,Health Post,MOH,-15.2018,24.6382,Western,Functional
Nyachikayi Health Post,4044,Health Post,MOH,-14.401235716673,27.2697721875,North-Western,Functional
Liundu Health Post,1722,Health Post,MOH,-14.941342,22.173109,Western,Functional
Lishuwa Rural Health Centre,1861,Health Centre,MOH,-14.390859,23.502512,Western,Functional
Nabwalya Rural Health Centre,3405,Health Centre,MOH,-12.4179,31.9736,Muchinga,Functional
Sinda Rural Health Centre,1913,Health Centre,MOH,-14.21665,31.764611,Eastern,Functional
Elite Dental Clinic - Cosmopolitan,4360,Dental clinic,Private,-15.38548,28.313505,Lusaka,Functional
Medi Hope Clinic,4374,General clinic,Private,NA,NA,Lusaka,Closed
Comfort Hospital,4229,1st Level Hospital,Private,-15.4034,28.30141,Lusaka,Functional
Nzoche Health Post,3437,Health Post,MOH,-9.7423,33.209,Muchinga,Functional
John Chivuta Health Post,2971,Health Post,MOH,-9.526221,31.583799,Northern,Functional
Mundubi Rural Health Centre,2761,Health Centre,MOH,-11.17525,29.573962,Luapula,Functional
Shimabala Health Post,1466,Health Post,MOH,-15.67292,28.2395,Lusaka,Functional
Libonda Rural Health Centre,1695,Health Centre,MOH,-15.008999,22.949631,Western,Functional
Chikumbi Rural Health Center,2352,Health Centre,MOH,-12.871667,28.653083,Copperbelt,Functional
Ntantumbila Rural Health Center,3410,Health Centre,MOH,-9.205351,32.283502,Muchinga,Functional
Veronica Chikonda adolescent clinic,4418,Health Centre,MOH,11.361103,29.548795,Luapula,Functional
Kafubu Block Health Post,4112,Health Post,MOH,-13.124087,28.569221,Copperbelt,Functional
Mlera Rural Health Centre,3165,Health Centre,MOH,-14.348157,31.524362,Eastern,Functional
Mambolomoka Rural Health Centre,1341,Health Centre,MOH,-16.0871,22.133593,Western,Functional
Sitwe Rural Health Centre,2812,Health Centre,MOH,-10.83238658,33.18878132,Eastern,Functional
Lueti Rural Health Centre,1459,Health Centre,MOH,-15.706304,22.389053,Western,Functional
Nyangwe Rural Health Centre,2470,Health Centre,MOH,-12.550379,33.213321,Eastern,Functional
Nantale Health Post,1150,Health Post,MOH,-16.87991477,26.60601399,Southern,Functional
Mulanshi Rural Health Centre,3342,Health Centre,MOH,-9.91294,30.70296,Northern,Functional
Namakando Health Post,3233,Health Post,MOH,-14.577061,22.974975,Western,Functional
Chisankane Rural Health Centre,1482,Health Centre,MOH,-15.562,28.3696,Lusaka,Functional
Kasumbalesa Urban Health Centre,2572,Health Centre,MOH,-12.259267,27.7906,Copperbelt,Functional
Mulobezi Rural Health Centre,1167,Health Centre,MOH,-16.7721,25.1695,Western,Functional
Nchanga I Urban Health Centre,2550,Health Centre,MOH,-12.311452,27.520467,Copperbelt,Functional
Chanida Rural Health Centre,1917,Health Centre,MOH,-14.212848,32.298308,Eastern,Functional
Kalenda Rural Health Centre,4701,Health Centre,MOH,NA,NA,North-Western,Functional
Lusaka Dental Surgery,4280,Dental clinic,Private,-15.4034772,28.3014156,Lusaka,Functional
Chitamba Health Post,3417,Health Post,MOH,-9.366261,32.610019,Muchinga,Functional
Kasoma Bangweulu Health Post,2691,Health Post,MOH,-11.3888,29.56828,Luapula,Functional
Nguvu Rural Health Centre,2124,Health Centre,MOH,-13.446612,22.048861,North-Western,Functional
Kundamfumu Rural Health Center,3597,Health Centre,MOH,-11.545767066775,28.754106470203,Luapula,Functional
intercity Health Post,3909,Health Post,MOH,NA,NA,Lusaka,Functional
Kakumba  Health Post,2512,Health Post,MOH,-12.39112,33.15667,Eastern,Functional
Chibale Health Post,3606,Health Post,MOH,-14.019142,31.459822,Eastern,Functional
Chimfunshi Rural Health Centre,2545,Health Centre,MOH,-12.31723,27.633513,Copperbelt,Functional
Lwahumba Health Post,1628,Health Post,MOH,-15.210539,22.374851,Western,Functional
Chisanzu Health Post,3025,Health Post,MOH,-9.122323,31.80387,Northern,Functional
Nyalugwe Rural Health Centre,3455,Health Centre,MOH,-14.73961316,30.36518191,Eastern,Functional
Sikushi Health Post,1568,Health Post,MOH,-15.327339,22.418099,Western,Functional
Shamputa Health post,3738,Health Post,MOH,-14.046943,27.873249,Central,Functional
Tug-Argan Urban Health Centre,3298,Health Centre,ZDF,-13.08660333,28.75756667,Copperbelt,Functional
ZAF Kabwe Urban Health Centre,3135,Health Centre,ZDF,NA,NA,Central,Functional
Mbabala Rural Health Centre,2732,Health Centre,MOH,-11.222423,29.802072,Luapula,Functional
Chembe Health Post,2393,Health Post,MOH,-12.80393733,27.98731333,Copperbelt,Functional
Chinyingi Rural Health Centre,4017,Health Centre,Faith Based,-13.63378160234,23.60033859375,North-Western,Functional
Kaabo Rural Health Post,1421,Health Post,MOH,-15.8323106,28.106273,Southern,Functional
Kambowa Rural Health Center,2250,Health Centre,MOH,-13.10365,28.800733,Copperbelt,Functional
Mwembeshi Secondary Health Post,4362,Health Post,MOH,-15.417577,28.107404,Lusaka,Functional
Lilayi Farm Consulting Room,4320,Others,Private,NA,NA,Lusaka,Functional
Medaid Health Care Limited,4283,General clinic,Private,-15.420393938787,28.3244596875,Lusaka,Functional
Njipi Rural Health Center,2673,Health Centre,MOH,-11.5254,29.7173,Luapula,Functional
Mulumbi Rural Health Center,3314,Health Centre,MOH,-11.55589,29.16306,Luapula,Functional
Miseshi Urban Health Center,3812,Health Centre,MOH,-12.47896,28.11456,Copperbelt,Functional
Mocaraidi Clinic,4361,Diagnostic centre,Private,NA,NA,Lusaka,Functional
Mulalila Health Post,1819,Health Post,MOH,-14.479259,24.984521,Western,Functional
Prisons Urban Health Centre,2591,Health Centre,MOH,-12.185296,26.3942587,North-Western,Functional
Magwero Rural Health Centre,2065,Health Centre,MOH,-13.6554,32.7752,Eastern,Functional
Aluni Health Post,3921,Health Post,MOH,-11.805999273585,31.203564301758,Muchinga,Functional
Matondo Health Post,4043,Health Post,MOH,-13.505625868406,23.2268034375,North-Western,Functional
Salunda Health Post,1562,Health Post,MOH,-15.34196949,22.74350872,Western,Functional
Chitope Rural Health Centre,1674,Health Centre,MOH,-15.111326,30.13461,Lusaka,Functional
Lubengele Urban Health Centre,2525,Health Centre,MOH,-12.357133,27.817592,Copperbelt,Functional
Chitakata A Health Post,1906,Health Post,MOH,-14.243184,28.418062,Central,Functional
Sihole Rural Health Centre,1526,Health Centre,MOH,-15.40170859,22.83036807,Western,Functional
Sikumbi Rural Health Centre,1232,Health Centre,MOH,-16.4695,23.4567,Western,Functional
Nakonde District Hospital,3424,1st Level Hospital,MOH,-9.35125,32.704282,Muchinga,Functional
Hachipilika Rural Health Center,1347,Health Centre,MOH,-16.069315,28.492496,Southern,Functional
Fiwale Rural Health Center,2205,Health Centre,MOH,-13.205167,28.71715,Copperbelt,Functional
Masuba Health Post,3214,Health Post,MOH,-9.852227,31.068797,Northern,Functional
Bwalya Mponda Rural Health Center,3458,Health Centre,MOH,-11.544752,30.324691,Luapula,Functional
Kaundula Rural Health Center,3587,Health Centre,MOH,-14.1931,29.661169,Central,Functional
Mapapa Rural Health Post,3554,Health Post,MOH,-13.625659,29.382485,Central,Functional
Namakombwe Health Post,3619,Health Post,MOH,-16.5339,25.0135,Western,Functional
Musele Rural Health Centre,2613,Health Centre,MOH,-12.142564,25.393266,North-Western,Functional
Kasenga Health Post,1644,Health Post,MOH,-15.1829,28.4853,Lusaka,Functional
Mulonga health post,3441,Health Post,MOH,-11.411281,30.572668,Muchinga,Functional
Mulauli Health Post,1003,Health Post,MOH,-16.949374,25.15954,Western,Functional
Franco Urban Health Centre,2219,Health Centre,MOH,-13.162467,28.465088,Copperbelt,Functional
Ndoka Health Post,1490,Health Post,MOH,-15.50481478,22.91307248,Western,Functional
Kapululira Rural Health Centre,1377,Health Centre,MOH,-15.9677,28.8348,Southern,Functional
Nomai Health Post,3510,Health Post,MOH,-15.346614,23.242219,Western,Functional
Chinkobo Health Post,2707,Health Post,MOH,-11.336733,30.672204,Muchinga,Functional
Muzabula Health Post,2614,Health Post,MOH,-12.1320823,26.3668127,North-Western,Functional
Wusakile Mine Hospital,2372,2nd Level Hospital,Private,-12.84321,28.21255,Copperbelt,Functional
Kyangozhi Rural Health Centre,4698,Health Centre,MOH,NA,NA,North-Western,Functional
Muyombe District Hospital,4284,1st Level Hospital,MOH,-10.5844,33.46676,Muchinga,Functional
Luubwe Rural Health Centre,1418,Health Centre,MOH,-15.835857,26.283417,Southern,Functional
Chamboli J Clinic (Mopani),2358,Health Centre,MOH,-12.85885,28.22517,Copperbelt,Functional
Chipako Rural Health Center,2671,Health Centre,MOH,-11.5425,29.6722,Luapula,Functional
Good News Clinic,3670,Health Post,Faith Based,-8.75985,31.113575,Northern,Functional
Chishinka Health centre,3726,Health Centre,MOH,-14.311952,29.083352,Central,Functional
Upper Lusemfwa  Health Post,3777,Health Post,MOH,-13.475264,29.449102,Central,Functional
Nitrogen Chemicals of Zambia,1449,Diagnostic centre,Private,-15.744565,28.164204,Lusaka,Functional
Kaswende Health post,3731,Health Post,MOH,-14.436011,27.996126,Central,Functional
Victoria Hospital,4231,1st Level Hospital,Private,-15.386152,28.322457,Lusaka,Functional
Milima Rural Health Centre,3376,Health Centre,MOH,-9.91287,31.22953,Northern,Functional
Victoria Falls Urban Health Centre,1009,Health Centre,MOH,-17.9303,25.87018,Southern,Functional
Hakunkula Rural Health Centre,1363,Health Centre,MOH,-16.01934393,27.56220784,Southern,Functional
Lukolongo Health Post,1457,Health Post,MOH,-15.718205,28.255011,Lusaka,Functional
Katutwa Health Post,2983,Health Post,MOH,-9.4420166,30.4071496,Northern,Functional
Kapesa Health post,3299,Health Post,MOH,-10.047333,28.75903,Luapula,Functional
Imusho Rural Health Centre,1045,Health Centre,MOH,-17.5314,23.22331,Western,Functional
Lualizi Health Post,3436,Health Post,MOH,-10.26774,32.75785,Muchinga,Functional
Lubansa Health Post,3801,Health Post,MOH,-12.340515,27.915224,Copperbelt,Functional
Roan Antelope Referral Hospital,2228,2nd Level Hospital,MOH,-13.13633,28.387226,Copperbelt,Functional
Misenga Health Post,2435,Health Post,MOH,-12.71512323,27.98809198,Copperbelt,Functional
Kamano Health Post,2356,Health Post,MOH,-12.865283,26.039372,North-Western,Functional
Lubelele Health Post,3232,Health Post,MOH,-14.308569,22.966572,Western,Functional
Ukumwi B Rural Health Centre,3263,Health Centre,MOH,-13.05139,31.04741,Eastern,Functional
Neelkante Health Post,3650,General clinic,Private,-12.975397,28.726488,Copperbelt,Functional
Tazara Rural Health Post,3775,Health Post,MOH,-13.6366777,29.403148,Central,Functional
Mukandankunda Health Centre,4021,Health Centre,MOH,-13.975188865815,25.40209640625,North-Western,Functional
Kabinga Rural Health Centre,2685,Health Centre,MOH,-11.443168,30.616589,Muchinga,Functional
Kalikeka Health Post,2876,Health Post,MOH,-10.217307,31.842331,Northern,Functional
Tazara Health Post,3383,Health Post,MOH,-13.63699,29.403656,Muchinga,Functional
State House Clinic,1520,Health Centre,MOH,-15.41596,28.31568,Lusaka,Functional
Gilbert Mukobola Rural Health Post,4653,Health Post,MOH,-13.423,27.4518,Copperbelt,Functional
Mbeta Health Post,1250,Health Post,MOH,-16.391579,23.37139,Western,Functional
State Ranch Health Post,1215,Health Post,MOH,-16.5318,22.455048,Western,Functional
Ntapwila Health Post,3117,Health Post,MOH,-15.192444,28.157168,Central,Functional
Matebo B Rural Health Centre,2392,Health Centre,MOH,-12.808358,25.798164,North-Western,Functional
Mapoma Rural Health Centre,2667,Health Centre,MOH,-11.622334,30.602419,Muchinga,Functional
Makeni Rural Health Post,4102,Health Post,MOH,-14.832308,28.445034,Central,Functional
Muchenja Health Post,3213,Health Post,MOH,-8.376042,29.895897,Northern,Functional
Msima Health Post,3439,Health Post,MOH,-14.6387787,30.9463517,Eastern,Functional
Malata Health Post,1514,Health Post,MOH,-15.424572,28.356458,Lusaka,Functional
Luchembe Health Post,2645,Health Post,MOH,-11.812104,31.262397,Muchinga,Functional
Chama District Hospital,2751,1st Level Hospital,MOH,-11.2008,33.1504,Eastern,Functional
Shoti Health Post,2734,Health Post,MOH,-11.2221,29.04947,Luapula,Functional
Sikunduko Rural Health Centre,1937,Health Centre,MOH,-14.1341,22.4334,Western,Functional
Shibanga Rural Health Centre,1782,Health Centre,MOH,-14.6518,24.0849,Western,Functional
Triple S (CHAI) Health Post,3847,Health Post,MOH,-12.555975,28.115217,Copperbelt,Functional
Mungwi  Baptist Urban Health Centre,2880,Health Centre,MOH,-10.174606,31.363276,Northern,Functional
